id,kickoff_time,kickoff_time_formatted,team_h_score,team_a_score,was_home,round,total_points,value,transfers_balance,selected,transfers_in,transfers_out,loaned_in,loaned_out,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,open_play_crosses,big_chances_created,clearances_blocks_interceptions,recoveries,key_passes,tackles,winning_goals,attempted_passes,completed_passes,penalties_conceded,big_chances_missed,errors_leading_to_goal,errors_leading_to_goal_attempt,tackled,offside,target_missed,fouls,dribbles,element,fixture,opponent_team 
4940,2017-10-29T13:30:00Z,29 Oct 13:30,1,1,True,10,0,50,2518,95027,11316,8798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,93,14
5503,2017-11-04T15:00:00Z,04 Nov 15:00,0,1,False,11,1,50,-8558,86767,2080,10638,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.2,0.0,0.2,0,0,0,0,1,0,0,0,7,4,0,0,0,0,2,1,0,0,0,72,107,16
6069,2017-11-20T20:00:00Z,20 Nov 20:00,,,True,12,0,49,-6336,80729,2473,8809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,113,15
73,2017-08-12T16:30:00Z,12 Aug 17:30,0,2,True,1,0,50,0,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2,11
584,2017-08-19T14:00:00Z,19 Aug 15:00,2,0,False,2,0,50,-221,1064,47,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,13,9
1100,2017-08-26T14:00:00Z,26 Aug 15:00,0,0,False,3,0,50,-126,977,46,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,27,18
1631,2017-09-09T14:00:00Z,09 Sep 15:00,3,1,True,4,0,50,-105,932,61,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,32,19
2175,2017-09-15T19:00:00Z,15 Sep 20:00,2,1,False,5,0,50,-65,937,38,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,41,2
2721,2017-09-24T15:00:00Z,24 Sep 16:00,1,0,True,6,0,49,-69,915,86,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,59,13
3271,2017-10-01T11:00:00Z,01 Oct 12:00,2,0,False,7,0,49,-23,901,76,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,68,1
3825,2017-10-15T12:30:00Z,15 Oct 13:30,1,1,True,8,0,49,-21,893,83,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,71,7
4382,2017-10-20T19:00:00Z,20 Oct 20:00,0,3,False,9,0,49,-12,893,29,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,90,20
4941,2017-10-29T13:30:00Z,29 Oct 13:30,1,1,True,10,0,49,-22,884,61,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,93,14
5504,2017-11-04T15:00:00Z,04 Nov 15:00,0,1,False,11,0,49,-2,893,45,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,107,16
6070,2017-11-20T20:00:00Z,20 Nov 20:00,,,True,12,0,49,27,964,80,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,113,15
74,2017-08-12T14:00:00Z,12 Aug 15:00,2,3,False,1,2,50,0,393626,0,0,0,0,90,0,0,0,2,0,0,0,0,0,4,0,18,18.4,0.0,0.0,1.8,0,0,0,1,12,0,0,0,35,16,0,0,0,0,0,0,0,0,0,74,3,5
585,2017-08-19T14:00:00Z,19 Aug 15:00,0,1,True,2,2,50,-8925,408343,8945,17870,0,0,90,0,0,0,1,0,0,0,0,0,0,0,8,1.6,0.0,0.0,0.2,0,0,0,0,7,0,0,0,27,15,0,0,0,0,0,0,0,0,0,74,12,19
1101,2017-08-27T15:00:00Z,27 Aug 16:00,1,1,False,3,3,50,-34909,376720,1467,36376,0,0,90,0,0,0,1,0,0,0,0,0,4,0,18,33.4,0.0,0.0,3.3,0,0,0,0,12,0,0,0,22,11,0,0,0,0,0,0,0,0,0,74,29,17
1632,2017-09-10T12:30:00Z,10 Sep 13:30,1,0,True,4,1,50,-19399,361324,6758,26157,0,0,35,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,10,7,0,0,0,0,0,0,0,0,0,74,38,6
2176,2017-09-16T14:00:00Z,16 Sep 15:00,1,1,False,5,0,50,-74684,287198,377,75061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,44,10
2722,2017-09-23T14:00:00Z,23 Sep 15:00,0,0,True,6,0,49,-66173,221232,123,66296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,51,8
3272,2017-10-01T13:15:00Z,01 Oct 14:15,0,1,False,7,0,49,-35200,186117,75,35275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,69,7
3826,2017-10-14T14:00:00Z,14 Oct 15:00,1,1,True,8,0,49,-23407,162784,82,23489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,72,20
4383,2017-10-21T14:00:00Z,21 Oct 15:00,3,0,False,9,0,49,-13332,149476,57,13389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,84,11
4942,2017-10-30T20:00:00Z,30 Oct 20:00,1,0,True,10,0,48,-12255,137265,58,12313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,94,13
5505,2017-11-04T15:00:00Z,04 Nov 15:00,0,1,False,11,0,48,-9203,128106,44,9247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,105,14
6071,2017-11-18T15:00:00Z,18 Nov 15:00,2,0,True,12,0,48,-8537,119627,80,8617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,114,16
75,2017-08-12T14:00:00Z,12 Aug 15:00,2,3,False,1,0,45,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,5
586,2017-08-19T14:00:00Z,19 Aug 15:00,0,1,True,2,0,45,-77,494,10,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,12,19
1102,2017-08-27T15:00:00Z,27 Aug 16:00,1,1,False,3,0,45,-34,468,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,29,17
1633,2017-09-10T12:30:00Z,10 Sep 13:30,1,0,True,4,0,45,-31,446,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,38,6
2177,2017-09-16T14:00:00Z,16 Sep 15:00,1,1,False,5,0,45,-19,429,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,44,10
2723,2017-09-23T14:00:00Z,23 Sep 15:00,0,0,True,6,0,45,-12,423,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,51,8
3273,2017-10-01T13:15:00Z,01 Oct 14:15,0,1,False,7,0,45,-18,407,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,69,7
3827,2017-10-14T14:00:00Z,14 Oct 15:00,1,1,True,8,0,45,-7,404,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,72,20
4384,2017-10-21T14:00:00Z,21 Oct 15:00,3,0,False,9,0,45,-6,401,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,84,11
4943,2017-10-30T20:00:00Z,30 Oct 20:00,1,0,True,10,0,45,-15,389,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,94,13
5506,2017-11-04T15:00:00Z,04 Nov 15:00,0,1,False,11,0,45,-5,384,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,105,14
6072,2017-11-18T15:00:00Z,18 Nov 15:00,2,0,True,12,0,45,-7,379,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,114,16
76,2017-08-12T14:00:00Z,12 Aug 15:00,2,3,False,1,4,45,0,42328,0,0,0,0,90,0,1,0,2,0,0,0,0,0,0,0,22,33.0,16.6,0.0,5.0,0,1,0,7,5,1,1,0,27,23,0,0,0,0,1,0,0,0,0,76,3,5
587,2017-08-19T14:00:00Z,19 Aug 15:00,0,1,True,2,2,45,3728,53871,6172,2444,0,0,90,0,0,0,1,0,0,0,0,0,0,0,13,8.2,10.6,1.0,2.0,0,1,0,4,2,0,1,0,45,38,0,0,0,1,0,0,1,1,1,76,12,19
1103,2017-08-27T15:00:00Z,27 Aug 16:00,1,1,False,3,2,45,-2382,52769,1942,4324,0,0,90,0,0,0,1,0,0,0,0,0,0,0,12,24.2,2.4,0.0,2.7,0,0,0,9,4,0,1,0,28,19,0,0,0,0,0,0,0,1,0,76,29,17
1634,2017-09-10T12:30:00Z,10 Sep 13:30,1,0,True,4,6,45,-381,53132,3509,3890,0,0,90,0,0,1,0,0,0,0,0,0,0,0,22,32.4,11.3,2.0,4.6,0,0,0,8,4,1,0,0,23,15,0,0,0,0,0,1,0,1,0,76,38,6
2178,2017-09-16T14:00:00Z,16 Sep 15:00,1,1,False,5,2,45,-276,53372,2644,2920,0,0,90,0,0,0,1,0,0,0,0,0,0,0,10,8.0,0.6,0.0,0.9,0,0,0,6,2,0,2,0,21,11,0,0,0,0,0,0,0,4,1,76,44,10
2724,2017-09-23T14:00:00Z,23 Sep 15:00,0,0,True,6,6,45,1021,54977,4144,3123,0,0,90,0,0,1,0,0,0,0,0,0,0,0,25,16.2,2.4,0.0,1.9,0,0,0,6,3,0,2,0,34,22,0,0,0,0,1,0,0,0,0,76,51,8
3274,2017-10-01T13:15:00Z,01 Oct 14:15,0,1,False,7,6,45,3194,59195,6120,2926,0,0,90,0,0,1,0,0,0,0,0,0,0,0,23,28.0,0.8,0.0,2.9,0,0,0,12,3,0,0,0,15,10,0,0,0,0,2,0,0,0,0,76,69,7
3828,2017-10-14T14:00:00Z,14 Oct 15:00,1,1,True,8,2,45,7348,67773,11179,3831,0,0,90,0,0,0,1,0,0,0,0,0,0,0,9,8.8,6.3,17.0,3.2,0,1,0,1,7,0,0,0,28,21,0,0,0,0,0,0,0,0,0,76,72,20
4385,2017-10-21T14:00:00Z,21 Oct 15:00,3,0,False,9,1,45,1597,69878,5063,3466,0,0,90,0,0,0,3,0,0,0,0,0,0,0,10,16.4,3.0,0.0,1.9,0,0,0,5,4,0,0,0,19,13,0,0,0,0,1,0,0,0,2,76,84,11
4944,2017-10-30T20:00:00Z,30 Oct 20:00,1,0,True,10,8,45,6302,76848,9893,3591,0,0,90,0,0,1,0,0,0,0,0,0,0,2,31,32.2,5.8,0.0,3.8,0,1,0,9,6,0,2,0,40,29,0,0,0,0,0,0,0,0,0,76,94,13
5507,2017-11-04T15:00:00Z,04 Nov 15:00,0,1,False,11,6,45,18538,96701,21586,3048,0,0,90,0,0,1,0,0,0,0,0,0,0,0,25,15.2,1.7,0.0,1.7,0,0,0,6,4,0,1,0,25,17,0,0,0,0,0,0,0,0,1,76,105,14
6073,2017-11-18T15:00:00Z,18 Nov 15:00,2,0,True,12,6,46,75694,176244,80957,5263,0,0,90,0,0,1,0,0,0,0,0,0,0,0,24,29.4,28.3,2.0,6.0,0,2,0,6,2,2,0,0,17,10,0,0,0,0,0,0,0,1,0,76,114,16
77,2017-08-12T14:00:00Z,12 Aug 15:00,2,3,False,1,0,45,0,470160,0,0,0,0,90,0,0,0,2,0,0,0,1,0,0,0,10,31.2,0.2,36.0,6.7,0,0,0,9,2,0,1,0,34,27,0,0,0,0,0,0,0,1,0,77,3,5
588,2017-08-19T14:00:00Z,19 Aug 15:00,0,1,True,2,2,45,-27126,454679,5968,33094,0,0,90,0,0,0,1,0,0,0,0,0,0,0,15,39.6,10.4,7.0,5.7,0,0,0,15,3,1,0,0,49,43,0,1,0,0,0,0,1,0,0,77,12,19
1104,2017-08-27T15:00:00Z,27 Aug 16:00,1,1,False,3,2,45,-38686,417830,4194,42880,0,0,90,0,0,0,1,0,0,0,0,0,0,0,14,56.6,11.3,6.0,7.4,0,0,0,20,4,1,0,0,21,19,0,1,0,0,0,0,1,0,0,77,29,17
1635,2017-09-10T12:30:00Z,10 Sep 13:30,1,0,True,4,6,45,-18716,400995,22670,41386,0,0,90,0,0,1,0,0,0,0,0,0,0,0,25,28.6,0.3,0.0,2.9,0,0,0,10,3,0,1,0,31,18,0,0,0,0,0,1,0,1,1,77,38,6
2179,2017-09-16T14:00:00Z,16 Sep 15:00,1,1,False,5,2,45,-18955,383121,7236,26191,0,0,90,0,0,0,1,0,0,0,0,0,0,0,7,27.4,0.1,68.0,9.6,0,0,0,9,7,0,0,0,27,21,0,1,0,0,0,1,1,0,0,77,44,10
2725,2017-09-23T14:00:00Z,23 Sep 15:00,0,0,True,6,6,45,-11527,373007,14748,26275,0,0,90,0,0,1,0,0,0,0,0,0,0,0,26,16.4,0.8,2.0,1.9,0,0,0,4,9,0,1,0,61,47,0,0,0,0,0,0,0,1,0,77,51,8
3275,2017-10-01T13:15:00Z,01 Oct 14:15,0,1,False,7,7,45,-4478,370005,11753,16231,0,0,90,0,0,1,0,0,0,0,0,0,0,1,28,38.2,0.3,0.0,3.9,0,0,0,18,3,0,0,0,19,12,0,0,0,0,0,0,0,0,0,77,69,7
3829,2017-10-14T14:00:00Z,14 Oct 15:00,1,1,True,8,2,45,370,372594,22010,21640,0,0,90,0,0,0,1,0,0,0,0,0,0,0,12,12.8,0.7,18.0,3.2,0,0,0,5,9,0,1,0,46,38,0,0,1,0,0,0,0,2,0,77,72,20
4386,2017-10-21T14:00:00Z,21 Oct 15:00,3,0,False,9,1,45,-6303,367249,9239,15542,0,0,90,0,0,0,3,0,0,0,0,0,0,0,10,20.0,0.3,22.0,4.2,0,0,0,11,0,0,0,0,17,12,0,0,0,0,0,0,1,0,0,77,84,11
4945,2017-10-30T20:00:00Z,30 Oct 20:00,1,0,True,10,9,45,-161,368283,15525,15686,0,0,90,0,0,1,0,0,0,0,0,0,0,3,32,37.4,10.9,2.0,5.0,0,0,0,15,6,1,1,0,49,37,0,0,0,0,0,0,0,0,0,77,94,13
5508,2017-11-04T15:00:00Z,04 Nov 15:00,0,1,False,11,8,45,19756,389910,27748,7992,0,0,90,0,0,1,0,0,0,0,0,0,0,2,28,22.6,0.8,0.0,2.3,0,0,0,10,5,0,0,0,43,36,0,0,0,0,0,0,0,0,0,77,105,14
6074,2017-11-18T15:00:00Z,18 Nov 15:00,2,0,True,12,6,46,178216,577693,186900,8684,0,0,90,0,0,1,0,0,0,0,0,0,0,0,25,7.4,11.0,4.0,2.2,0,0,0,1,5,1,2,0,33,25,0,0,0,0,0,0,0,1,0,77,114,16
78,2017-08-12T14:00:00Z,12 Aug 15:00,2,3,False,1,7,45,0,96206,0,0,0,0,90,1,0,0,2,0,0,0,0,0,0,0,24,53.8,2.0,19.0,7.5,0,0,0,3,3,0,0,0,38,32,0,0,0,0,1,0,0,0,1,78,3,5
589,2017-08-19T14:00:00Z,19 Aug 15:00,0,1,True,2,2,45,49366,196051,59481,10115,0,0,90,0,0,0,1,0,0,0,0,0,0,0,16,17.2,12.0,3.0,3.2,0,0,0,5,1,1,4,0,38,29,0,0,0,0,0,0,1,2,0,78,12,19
1105,2017-08-27T15:00:00Z,27 Aug 16:00,1,1,False,3,2,45,-1392,203185,18269,19661,0,0,90,0,0,0,1,0,0,0,0,0,0,0,8,12.2,14.8,4.0,3.1,0,1,0,3,4,1,0,0,25,18,0,0,0,0,0,0,1,1,0,78,29,17
1636,2017-09-10T12:30:00Z,10 Sep 13:30,1,0,True,4,8,45,6999,214286,22734,15735,0,0,90,0,0,1,0,0,0,0,0,0,0,2,32,27.2,25.3,0.0,5.3,0,1,0,8,4,2,3,0,23,14,0,0,0,0,0,0,0,1,1,78,38,6
2180,2017-09-16T14:00:00Z,16 Sep 15:00,1,1,False,5,2,45,8621,226155,21906,13285,0,0,90,0,0,0,1,0,0,0,0,0,0,0,13,23.8,0.3,0.0,2.4,0,0,0,10,6,0,0,0,22,15,0,0,0,0,0,0,0,0,0,78,44,10
2726,2017-09-23T14:00:00Z,23 Sep 15:00,0,0,True,6,8,45,19805,249310,33891,14086,0,0,90,0,0,1,0,0,0,0,0,0,0,2,28,19.4,16.5,2.0,3.8,0,2,1,5,5,2,0,0,42,32,0,0,0,0,1,1,0,0,0,78,51,8
3276,2017-10-01T13:15:00Z,01 Oct 14:15,0,1,False,7,12,45,55124,311049,70716,15592,0,0,90,0,1,1,0,0,0,0,0,0,0,3,40,37.2,29.2,2.0,6.8,0,2,0,7,6,2,2,0,26,15,0,0,0,0,0,0,0,0,0,78,69,7
3830,2017-10-14T14:00:00Z,14 Oct 15:00,1,1,True,8,2,46,216257,544471,232983,16726,0,0,80,0,0,0,1,0,0,0,0,0,0,0,11,11.6,8.6,2.0,2.2,0,1,0,3,1,0,0,0,45,37,0,0,0,0,1,0,0,0,0,78,72,20
4387,2017-10-21T14:00:00Z,21 Oct 15:00,3,0,False,9,1,46,80429,632969,107147,26718,0,0,90,0,0,0,3,0,0,0,0,0,0,0,10,14.2,1.8,2.0,1.8,0,0,0,11,3,0,0,0,21,13,0,0,0,0,1,1,0,0,0,78,84,11
4946,2017-10-30T20:00:00Z,30 Oct 20:00,1,0,True,10,6,47,123984,767184,152066,28082,0,0,90,0,0,1,0,0,0,0,0,0,0,0,25,12.6,12.1,2.0,2.7,0,0,0,5,2,1,1,0,40,31,0,0,0,0,0,0,0,0,0,78,94,13
5509,2017-11-04T15:00:00Z,04 Nov 15:00,0,1,False,11,6,48,71641,845664,92308,20667,0,0,90,0,0,1,0,0,0,0,0,0,0,0,20,7.2,2.3,0.0,1.0,0,0,0,4,3,0,0,0,32,17,0,0,0,0,1,0,0,0,0,78,105,14
6075,2017-11-18T15:00:00Z,18 Nov 15:00,2,0,True,12,5,49,229351,1086874,243912,14561,0,0,90,0,0,1,0,0,0,0,1,0,0,0,18,5.4,0.8,4.0,1.0,0,0,0,5,4,0,1,0,22,15,0,0,0,0,0,0,1,1,0,78,114,16
79,2017-08-12T14:00:00Z,12 Aug 15:00,2,3,False,1,1,45,0,2769,0,0,0,0,90,0,0,0,2,0,0,0,0,0,0,0,19,41.6,0.0,0.0,4.2,0,1,0,13,3,0,2,0,31,24,0,0,0,0,0,0,0,1,0,79,3,5
590,2017-08-19T14:00:00Z,19 Aug 15:00,0,1,True,2,2,45,263,4291,529,266,0,0,90,0,0,0,1,0,0,0,0,0,0,0,15,24.4,4.3,0.0,2.9,0,1,0,11,7,0,1,0,51,39,0,0,0,0,1,0,0,2,0,79,12,19
1106,2017-08-27T15:00:00Z,27 Aug 16:00,1,1,False,3,2,45,-179,4426,246,425,0,0,90,0,0,0,1,0,0,0,0,0,0,0,12,37.2,0.3,17.0,5.5,0,0,0,14,2,0,1,0,20,14,0,0,0,0,0,0,3,0,0,79,29,17
1637,2017-09-10T12:30:00Z,10 Sep 13:30,1,0,True,4,6,45,221,4941,621,400,0,0,90,0,0,1,0,0,0,0,0,0,0,0,28,52.6,0.0,0.0,5.3,0,0,0,23,2,0,0,0,12,4,0,0,0,0,1,0,0,0,0,79,38,6
2181,2017-09-16T14:00:00Z,16 Sep 15:00,1,1,False,5,2,45,1051,6335,1555,504,0,0,90,0,0,0,1,0,0,0,0,0,0,0,11,32.8,0.0,2.0,3.5,0,0,0,13,0,0,0,0,21,13,0,0,0,0,0,0,0,1,0,79,44,10
2727,2017-09-23T14:00:00Z,23 Sep 15:00,0,0,True,6,5,45,7760,14771,9078,1318,0,0,90,0,0,1,0,0,0,0,1,0,0,0,20,11.8,0.1,2.0,1.4,0,0,0,6,6,0,0,0,51,40,0,0,0,0,0,1,0,1,0,79,51,8
3277,2017-10-01T13:15:00Z,01 Oct 14:15,0,1,False,7,6,45,1469,16669,2676,1207,0,0,90,0,0,1,0,0,0,0,0,0,0,0,26,42.6,0.0,2.0,4.5,0,0,0,15,3,0,0,0,23,18,0,0,0,0,0,0,0,0,0,79,69,7
3831,2017-10-14T14:00:00Z,14 Oct 15:00,1,1,True,8,2,45,4639,21959,6027,1388,0,0,90,0,0,0,1,0,0,0,0,0,0,0,11,20.0,10.8,8.0,3.9,0,0,0,5,4,1,0,0,45,35,0,0,0,0,0,1,0,0,0,79,72,20
4388,2017-10-21T14:00:00Z,21 Oct 15:00,3,0,False,9,0,45,500,22682,1739,1239,0,0,90,0,0,0,3,0,0,0,1,0,0,0,9,16.0,0.1,2.0,1.8,0,0,0,11,1,0,1,0,17,8,0,0,0,0,1,0,0,0,0,79,84,11
4947,2017-10-30T20:00:00Z,30 Oct 20:00,1,0,True,10,5,45,1609,24521,2951,1342,0,0,90,0,0,1,0,0,0,0,1,0,0,0,22,24.6,10.6,26.0,6.1,0,0,0,8,2,1,0,0,41,34,0,0,0,0,1,0,1,1,1,79,94,13
5510,2017-11-04T15:00:00Z,04 Nov 15:00,0,1,False,11,7,45,1224,25915,1978,754,0,0,90,0,0,1,0,0,0,0,0,0,0,1,26,32.2,0.0,0.0,3.2,0,0,0,13,5,0,1,0,37,23,0,0,0,0,1,0,0,1,1,79,105,14
6076,2017-11-18T15:00:00Z,18 Nov 15:00,2,0,True,12,6,45,13591,40311,14615,1024,0,0,90,0,0,1,0,0,0,0,0,0,0,0,19,24.2,0.3,28.0,5.3,0,0,0,10,1,0,0,0,18,13,0,0,0,0,0,1,1,2,0,79,114,16
80,2017-08-12T14:00:00Z,12 Aug 15:00,2,3,False,1,0,40,0,128417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3,5
591,2017-08-19T14:00:00Z,19 Aug 15:00,0,1,True,2,0,40,-625,145230,7765,8390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,12,19
1107,2017-08-27T15:00:00Z,27 Aug 16:00,1,1,False,3,0,40,-6632,142605,5789,12421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,29,17
1638,2017-09-10T12:30:00Z,10 Sep 13:30,1,0,True,4,0,40,-11391,133817,5323,16714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,38,6
2182,2017-09-16T14:00:00Z,16 Sep 15:00,1,1,False,5,0,40,-6290,128799,2789,9079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,44,10
2728,2017-09-23T14:00:00Z,23 Sep 15:00,0,0,True,6,0,40,-7226,122658,3073,10299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,51,8
3278,2017-10-01T13:15:00Z,01 Oct 14:15,0,1,False,7,0,40,-4311,119303,2935,7246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,69,7
3832,2017-10-14T14:00:00Z,14 Oct 15:00,1,1,True,8,0,40,-6613,113422,2225,8838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,72,20
4389,2017-10-21T14:00:00Z,21 Oct 15:00,3,0,False,9,0,39,3129,117985,7531,4402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,84,11
4948,2017-10-30T20:00:00Z,30 Oct 20:00,1,0,True,10,0,39,4034,124112,9887,5853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,94,13
